time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,860,234.5,134,15.6,27,3.1,239,27.8,804,219.2,126,15.7
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Referrals and Re-referrals,4266,558.7,984,23.1,0,0,179,4.2,3707,485.5,822,22.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Referrals and Re-referrals,3316,351.2,774,23.3,387,11.7,986,29.7,2954,312.9,647,21.9
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Referrals and Re-referrals,6244,573.1,1431,22.9,261,4.2,1355,21.7,5445,499.8,1195,21.9
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Referrals and Re-referrals,4501,304,846,18.8,216,4.8,1410,31.3,4058,274,724,17.8
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Referrals and Re-referrals,2785,411.4,567,20.4,302,10.8,846,30.4,2543,375.6,498,19.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Referrals and Re-referrals,7291,562.7,2202,30.2,467,6.4,2825,38.7,6179,476.9,1731,28
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Referrals and Re-referrals,14,413,c,c,0,0,c,c,13,383.5,c,c
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Referrals and Re-referrals,770,175.7,139,18.1,19,2.5,133,17.3,699,159.5,116,16.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Referrals and Re-referrals,3616,678.5,862,23.8,257,7.1,1059,29.3,3155,592,707,22.4
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Referrals and Re-referrals,3407,306.1,687,20.2,251,7.4,743,21.8,3066,275.5,603,19.7
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Referrals and Re-referrals,1528,255,273,17.9,0,0,439,28.7,1433,239.1,251,17.5
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Referrals and Re-referrals,2768,545.4,665,24,614,22.2,756,27.3,2401,473.1,557,23.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Referrals and Re-referrals,2242,879.8,550,24.5,234,10.4,0,0,1969,772.6,473,24
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Referrals and Re-referrals,3034,285.5,486,16,74,2.4,893,29.4,2809,264.3,449,16
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Referrals and Re-referrals,1514,279.9,161,10.6,28,1.8,260,17.2,1423,263,157,11
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Referrals and Re-referrals,62,339.7,7,11.3,14,22.6,11,17.7,61,334.2,7,11.5
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Referrals and Re-referrals,x,x,x,x,x,x,x,x,x,x,x,x
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1593,429.3,212,13.3,215,13.5,338,21.2,1505,405.5,192,12.8
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,2851,479.5,473,16.6,134,4.7,582,20.4,2628,442,422,16.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,2033,470.3,355,17.5,50,2.5,520,25.6,1875,433.7,309,16.5
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,2592,890.5,776,29.9,1481,57.1,0,0,2084,716,551,26.4
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,3257,528.4,625,19.2,707,21.7,755,23.2,2962,480.5,511,17.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,3371,493.7,643,19.1,90,2.7,327,9.7,3074,450.2,560,18.2
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,4513,521.6,713,15.8,72,1.6,850,18.8,4158,480.6,648,15.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,3510,532.6,681,19.4,216,6.2,1328,37.8,3244,492.2,595,18.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,5208,703.3,1190,22.8,309,5.9,1289,24.8,4523,610.8,954,21.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,3010,463.2,741,24.6,221,7.3,826,27.4,2632,405,608,23.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,2096,413.4,514,24.5,494,23.6,763,36.4,1773,349.7,406,22.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Referrals and Re-referrals,3938,614.4,483,12.3,104,2.6,943,23.9,3673,573.1,426,11.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,2511,265.2,467,18.6,203,8.1,361,14.4,2271,239.8,388,17.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Referrals and Re-referrals,3209,558.8,710,22.1,103,3.2,1432,44.6,2851,496.5,607,21.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Referrals and Re-referrals,3861,495.8,548,14.2,327,8.5,949,24.6,3618,464.6,496,13.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Referrals and Re-referrals,3827,507.1,815,21.3,322,8.4,1572,41.1,3442,456.1,696,20.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Referrals and Re-referrals,4405,462.2,820,18.6,273,6.2,1051,23.9,3962,415.7,700,17.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Referrals and Re-referrals,4065,494.5,786,19.3,246,6.1,521,12.8,3736,454.5,696,18.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Referrals and Re-referrals,4173,494.5,893,21.4,269,6.4,690,16.5,3780,447.9,775,20.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Referrals and Re-referrals,3024,435.1,427,14.1,40,1.3,1403,46.4,2857,411.1,397,13.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Referrals and Re-referrals,2605,434.4,319,12.2,76,2.9,599,23,2489,415,295,11.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Referrals and Re-referrals,3232,547.6,631,19.5,155,4.8,1413,43.7,2903,491.9,542,18.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Referrals and Re-referrals,3681,493.1,847,23,0,0,1485,40.3,3253,435.8,708,21.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Referrals and Re-referrals,2615,397.6,571,21.8,253,9.7,130,5,2329,354.1,463,19.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Referrals and Re-referrals,1487,371.3,289,19.4,16,1.1,599,40.3,1353,337.9,255,18.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Referrals and Re-referrals,2035,426.3,362,17.8,114,5.6,527,25.9,1828,382.9,298,16.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Referrals and Re-referrals,3988,521.7,839,21,158,4,438,11,3598,470.7,739,20.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Referrals and Re-referrals,1202,262.5,204,17,c,c,398,33.1,1135,247.9,193,17
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Referrals and Re-referrals,2841,575.7,846,29.8,631,22.2,860,30.3,2369,480,630,26.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Referrals and Re-referrals,4356,648.8,884,20.3,384,8.8,1711,39.3,3896,580.3,753,19.3
2020,Reporting year,National,E92000001,England,,,,,,Referrals and Re-referrals,642980,534.8,145390,22.6,40400,6.3,194190,30.2,568600,472.9,121150,21.3
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Referrals and Re-referrals,33960,638.2,7610,22.4,610,1.8,10800,31.8,30160,566.9,6450,21.4
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Referrals and Re-referrals,86500,553.2,19060,22,3910,4.5,24570,28.4,77130,493.3,16250,21.1
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Referrals and Re-referrals,72570,620.2,17240,23.8,4130,5.7,18340,25.3,63910,546.3,14450,22.6
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Referrals and Re-referrals,60160,600,15420,25.6,6250,10.4,22510,37.4,51830,516.9,12440,24
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Referrals and Re-referrals,68710,528.6,15770,23,4370,6.4,19960,29.1,61080,469.9,13260,21.7
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Referrals and Re-referrals,47730,354.5,9500,19.9,1980,4.1,17030,35.7,43100,320.1,8120,18.8
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,Referrals and Re-referrals,110830,545.3,20890,18.8,8470,7.6,30070,27.1,100410,494,17910,17.8
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Referrals and Re-referrals,114440,581.1,29800,26,7800,6.8,35140,30.7,98170,498.5,23900,24.3
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Referrals and Re-referrals,48080,434.2,10100,21,2890,6,15780,32.8,42810,386.6,8370,19.5
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Referrals and Re-referrals,43210,573.3,7930,18.3,4270,9.9,11230,26,39280,521.2,6820,17.4
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Referrals and Re-referrals,67620,528.8,12960,19.2,4200,6.2,18840,27.9,61130,478,11090,18.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Referrals and Re-referrals,993,440.8,170,17.1,122,12.3,332,33.4,921,408.8,151,16.4
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Referrals and Re-referrals,5949,586.3,1661,27.9,0,0,2766,46.5,5180,510.5,1363,26.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Referrals and Re-referrals,1573,399.4,182,11.6,82,5.2,548,34.8,1502,381.3,168,11.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Referrals and Re-referrals,1554,774.9,280,18,c,c,272,17.5,1399,697.6,235,16.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Referrals and Re-referrals,3833,1168.8,931,24.3,93,2.4,1105,28.8,3263,995,753,23.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Referrals and Re-referrals,4526,774.3,1221,27,c,c,2086,46.1,3974,679.9,1032,26
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Referrals and Re-referrals,1590,379.9,239,15,c,c,401,25.2,1465,350.1,227,15.5
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Referrals and Re-referrals,3182,538.9,683,21.5,42,1.3,1069,33.6,2863,484.8,585,20.4
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Referrals and Re-referrals,2108,763.5,266,12.6,c,c,396,18.8,1936,701.2,247,12.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Referrals and Re-referrals,1918,635.8,428,22.3,125,6.5,539,28.1,1728,572.8,388,22.5
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Referrals and Re-referrals,3113,710,751,24.1,121,3.9,197,6.3,2681,611.4,612,22.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Referrals and Re-referrals,3617,659.4,799,22.1,15,0.4,1087,30.1,3252,592.9,690,21.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Referrals and Re-referrals,2026,522.9,438,21.6,89,4.4,664,32.8,1851,477.8,396,21.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Referrals and Re-referrals,3819,1307.2,1107,29,0,0,1329,34.8,3163,1082.7,880,27.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Referrals and Re-referrals,4207,615.2,944,22.4,810,19.3,606,14.4,3734,546,792,21.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Referrals and Re-referrals,2061,476.1,628,30.5,104,5,789,38.3,1771,409.1,506,28.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Referrals and Re-referrals,2543,329,402,15.8,92,3.6,718,28.2,2353,304.4,361,15.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Referrals and Re-referrals,2670,388.9,393,14.7,266,10,794,29.7,2466,359.2,363,14.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Referrals and Re-referrals,4091,442.1,846,20.7,359,8.8,1355,33.1,3646,394,755,20.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Referrals and Re-referrals,1575,547.4,236,15,31,2,330,21,1474,512.3,216,14.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,1440,426,232,16.1,40,2.8,260,18.1,1335,394.9,215,16.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,10649,424.2,2294,21.5,138,1.3,2437,22.9,9419,375.2,1893,20.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,6503,677,1508,23.2,261,4,1244,19.1,5749,598.5,1307,22.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,7428,604.3,1457,19.6,185,2.5,1529,20.6,6936,564.3,1300,18.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,3871,649.6,912,23.6,0,0,1624,42,3480,584,789,22.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,3671,688.8,850,23.2,255,6.9,976,26.6,3255,610.7,678,20.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,4322,752.3,877,20.3,343,7.9,1332,30.8,3903,679.3,788,20.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,2660,492.1,449,16.9,c,c,1136,42.7,2472,457.3,404,16.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,2949,799.9,692,23.5,100,3.4,1442,48.9,2602,705.8,597,22.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,3345,526.6,696,20.8,52,1.6,1201,35.9,3046,479.5,618,20.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,2627,518.5,561,21.4,102,3.9,895,34.1,2376,469,489,20.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,2828,500.4,900,31.8,216,7.6,556,19.7,2261,400.1,673,29.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1667,375.5,332,19.9,82,4.9,518,31.1,1518,342,290,19.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,5549,805.2,1201,21.6,200,3.6,1261,22.7,4875,707.4,1038,21.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,3997,592.1,1105,27.6,181,4.5,1574,39.4,3442,509.9,906,26.3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2739,536.2,461,16.8,39,1.4,323,11.8,2578,504.7,431,16.7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,9934,696.7,2272,22.9,784,7.9,2254,22.7,8705,610.5,1918,22
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,3088,669.6,767,24.8,c,c,25,0.8,2694,584.2,633,23.5
